Nom du club,Adresse email,Niveau,Région,Département ,Contacté,Relance,Réponse,Choix,Infos club,Consignes données,URL FFHB
"As Excelsior",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-excelsior/
"As Fabrezanaise",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-fabrezanaise/
"As Figanieres Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-figanieres-handball/
"As Fontaine Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-fontaine-handball/
AS Fontenay-aux-Roses,,,Île-de-France,Hauts-de-Seine,Non,,,,,,
"As Froncles",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-froncles/
"As Gazelec Besancon",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-gazelec-besancon/
"As Gerardmer Handfauteuil Handensemble",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-gerardmer-handfauteuil-handensemble/
"As Geveze Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-geveze-hb/
AS Goderville,,,Normandie,Seine-Maritime,Non,,,,,,
"As Goderville Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-goderville-hb/
AS Gournay Pays de Bray Handball,,,Normandie,Seine-Maritime,Non,,,,,,
"As Gournay Pays De Bray Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-gournay-pays-de-bray-hb/
"As Grandfontaine",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-grandfontaine/
"As Hainnevillaise",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-hainnevillaise/
"As Handball Des Provinces",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-handball-des-provinces/
AS Harfleur Beaulieu,,,Normandie,Seine-Maritime,Non,,,,,,
"As Hb Du Fronsadais",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-hb-du-fronsadais/
"As Hb Sapeurs Pompiers 31 Pbc",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-hb-sapeurs-pompiers-31-pbc/
"As Hb Villefontaine",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-hb-villefontaine/
"As Herblay Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-herblay-handball/
"As Herouville Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-herouville-handball/
"As I Bp Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-i-bp-handball/
"As Illzach Modenheim",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-illzach-modenheim/
"As Isigny Le Buat",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-isigny-le-buat/
AS Itteville,,,Île-de-France,Essonne,Non,,,,,,https://monclub.ffhandball.fr/clubs/as-itteville/
"As La Motte Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-la-motte-handball/
"As La Souterraine Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-la-souterraine-handball/
"As Les Jeunes Tahitiens",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-les-jeunes-tahitiens/
"As Les Ollieres Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-les-ollieres-hb/
"As Levier Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-levier-handball/
AS Limas Handball,,,Auvergne-Rhône-Alpes,Rhône,Non,,,,,,
"As Limoges Roussillon",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-limoges-roussillon/
"As Lunion Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-lunion-handball/
"As Lyon Caluire",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-lyon-caluire/
AS Marcoussis,,,Île-de-France,Essonne,Non,,,,,,https://monclub.ffhandball.fr/clubs/as-marcoussis/
"As Marmagne",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-marmagne/
"As Martignas",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-martignas/
AS Martignas Handball,,,Nouvelle-Aquitaine,Gironde,Non,,,,,,
"As Martigne Briand",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-martigne-briand/
"As Maxeville",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-maxeville/
"As Menitre Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-menitre-hb/
"As Menton Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-menton-handball/
AS Meudon,,,Île-de-France,Hauts-de-Seine,Non,,,,,,
"As Meyrieu Chatonnay Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-meyrieu-chatonnay-hb/
"As Mjc Saint Louis",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-mjc-saint-louis/
"As Montenay Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-montenay-hb/
"As Montfaucon Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-montfaucon-handball/
"As Morne Des Esses",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-morne-des-esses/
"As Neuilly En Thelle",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-neuilly-en-thelle/
"As Notre Dame Valenciennes",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-notre-dame-valenciennes/
"As Nozay Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-nozay-hb/
"As Nusho",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-nusho/
"As Omnis Jonquieres St Vincent",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-omnis-jonquieres-st-vincent/
"As Parkeon Besancon",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-parkeon-besancon/
"As Pierre Fabre",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-pierre-fabre/
"As Pierrefitte Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-pierrefitte-handball/
"As Pontgibaud Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-pontgibaud-handball/
"As Porto Vecchio",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-porto-vecchio/
"As Puiseaux Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-puiseaux-hb/
"As Querquevillaise Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-querquevillaise-hb/
"As Ressource",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-ressource/
AS Romagnatoise Handball,,,Auvergne-Rhône-Alpes,Puy-de-Dôme,Non,,,,,,
"As Romagnatoise Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-romagnatoise-hb/
"As Rougemont",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-rougemont/
"As Ruoms Vallon Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-ruoms-vallon-handball/
"As S C De Laignes Et Ses Environs",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-s-c-de-laignes-et-ses-environs/
"As S De La Cornuaille Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-s-de-la-cornuaille-handball/
"As Saint Andre De Leure Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-saint-andre-de-leure-hb/
"As Saint Mande Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-saint-mande-handball/
AS Saint-Germain-lès-Arpajon,,,Île-de-France,Essonne,Non,,,,,,
"As Sapeurs Pompiers Reunion",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-sapeurs-pompiers-reunion/
"As Sizun Le Trehou Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-sizun-le-trehou-hb/
"As Sodiparc Citalis",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-sodiparc-citalis/
"As Sportive De La Police Nationale",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-sportive-de-la-police-nationale/
"As Sportive Trois Bassins Hbc",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-sportive-trois-bassins-hbc/
"As St Brice",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-st-brice/
"As St Georges",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-st-georges/
"As St Germain Les Arp",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-st-germain-les-arp/
"As St Mard Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-st-mard-hb/
"As St Martin Des Champs Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-st-martin-des-champs-hb/
"As Temanava Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-temanava-hb/
"As Torino",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-torino/
"As Tournus Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-tournus-hb/
"As Trainou Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-trainou-handball/
"As Universite De Perpignan",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-universite-de-perpignan/
AS Urrunarrak,,Régional,Nouvelle-Aquitaine,Pyrénées-Atlantiques,Non,,,,,,https://monclub.ffhandball.fr/clubs/as-urrunarrak/
AS Villebon-Longjumeau,,,Île-de-France,Essonne,Non,,,,,,https://monclub.ffhandball.fr/clubs/as-villebon-longjumeau/
"As Vitry",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/as-vitry/
"Asa Maisons Alfort Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asa-maisons-alfort-hb/
"Asac Fumerolles",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asac-fumerolles/
"Asam Cherbourg",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asam-cherbourg/
"Asap Snpe",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asap-snpe/
"Asb Reze Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asb-reze-handball/
"Asc Ara De Macouria",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-ara-de-macouria/
"Asc Aureilhan Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-aureilhan-handball/
"Asc Avize Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-avize-hb/
"Asc Bezaudin",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-bezaudin/
ASC Béziers Handball,,,Occitanie,Hérault,Non,,,,,,
"Asc Beziers Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-beziers-hb/
"Asc Cnes Cst Centre Spatial De Toulouse Sect Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-cnes-cst-centre-spatial-de-toulouse-sect-hb/
"Asc Collinee",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-collinee/
"Asc Dominante",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-dominante/
"Asc Ducos",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-ducos/
"Asc Eudorcait Fourniols",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-eudorcait-fourniols/
"Asc Guiclan Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-guiclan-hb/
"Asc Hirondelle",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-hirondelle/
"Asc Inter Club Du Carbet",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-inter-club-du-carbet/
"Asc Ja Melesse Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-ja-melesse-hb/
"Asc La Montagne",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-la-montagne/
ASC Lagunak,,,Nouvelle-Aquitaine,Pyrénées-Atlantiques,Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-lagunak/
"Asc Landivy",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-landivy/
"Asc Le Geldar De Kourou",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-le-geldar-de-kourou/
"Asc Lessay",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-lessay/
"Asc Mahorais",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-mahorais/
"Asc Maure De Bretagne Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-maure-de-bretagne-handball/
"Asc Rennais",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-rennais/
"Asc Saint Gilles Les Hauts",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-saint-gilles-les-hauts/
"Asc Soula Handball Soula",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-soula-handball-soula/
"Asc Sportive Vahibe",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-sportive-vahibe/
"Asc St Hubert De Lanouee",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-st-hubert-de-lanouee/
"Asc Sud",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-sud/
"Asc Tsingoni",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-tsingoni/
"Asc Volga Plage",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asc-volga-plage/
"Asca Wittelsheim",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asca-wittelsheim/
"Ascap Pays De Montbeliard Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ascap-pays-de-montbeliard-hb/
"Asced Riaille",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asced-riaille/
"Asceeb Kaweni",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asceeb-kaweni/
"Asch Longoni",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asch-longoni/
"Asco Mulhouse Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asco-mulhouse-handball/
"Ascoux Sport Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ascoux-sport-handball/
"Ascs Druot",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ascs-druot/
"Ascs Vahibe",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ascs-vahibe/
"Asct Section Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asct-section-handball/
ASFR La Force,,,Nouvelle-Aquitaine,Dordogne,Non,,,,,,
"Asg Bagnolet",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asg-bagnolet/
"Ash Villette Arcis",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ash-villette-arcis/
"Ashb Brezolles",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ashb-brezolles/
"Ashb Carvin",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ashb-carvin/
"Ashb Tamponnais",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ashb-tamponnais/
"Asl Ce Renault",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asl-ce-renault/
"Asm Jouarre",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asm-jouarre/
"Asm Rivery Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asm-rivery-handball/
ASMC Handball (Marcy-l'Étoile),,,Auvergne-Rhône-Alpes,Rhône,Non,,,,,,
Asnières Handball Club,,,Île-de-France,Hauts-de-Seine,Non,,,,,,https://monclub.ffhandball.fr/clubs/asnieres-handball-club/
ASPOM Bègles Handball,,National,Nouvelle-Aquitaine,Gironde,Non,,,,,,
"Aspom Begles Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/aspom-begles-hb/
"Aspr Section Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/aspr-section-handball/
"Asptt Bar Le Duc Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asptt-bar-le-duc-handball/
"Asptt Chateauroux 36",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asptt-chateauroux-36/
"Asptt Grasse Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asptt-grasse-handball/
"Asptt Grasse Mouans Sartoux",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asptt-grasse-mouans-sartoux/
"Asptt Handball Chalons En Champagne",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asptt-handball-chalons-en-champagne/
"Asptt Limoges Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asptt-limoges-handball/
"Asptt Marseille",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asptt-marseille/
"Asptt Mulhouse Rixheim",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asptt-mulhouse-rixheim/
"Asptt Nantes",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asptt-nantes/
"Asptt Paris Ile De France",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asptt-paris-ile-de-france/
"Asptt Rennes",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asptt-rennes/
"Asptt Saint Lo Manche Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asptt-saint-lo-manche-handball/
"Asptt Troyes",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asptt-troyes/
"Ass Albertville Ugine",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ass-albertville-ugine/
"Ass Districale Omnisport Du Canton De Cuiseaux",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ass-districale-omnisport-du-canton-de-cuiseaux/
"Ass Elyo Loisirs",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ass-elyo-loisirs/
"Ass Intercommunale Handball Canton Herbignac",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ass-intercommunale-handball-canton-herbignac/
"Ass Jeunes Du Mans",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ass-jeunes-du-mans/
"Ass Occitane Gardonnenque",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ass-occitane-gardonnenque/
"Ass Sport Loisirs Culture Flins Sur Seine Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ass-sport-loisirs-culture-flins-sur-seine-hb/
"Ass Sportive Des Universitaires Et Du Phoenix",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ass-sportive-des-universitaires-et-du-phoenix/
"Ass Sportive Et De Loisirs De Piton St Leu",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ass-sportive-et-de-loisirs-de-piton-st-leu/
"Ass Sportive Handball Plaine Des Cafres",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ass-sportive-handball-plaine-des-cafres/
"Ass Sportive Leforest Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ass-sportive-leforest-handball/
"Ass Sportive Sidr",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ass-sportive-sidr/
"Ass Ste Maure Troyes",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/ass-ste-maure-troyes/
"Asscom",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/asscom/
"Assm Section Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/assm-section-handball/
"Assocation Sportive Handball Villette",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/assocation-sportive-handball-villette/
"Association Aigues Mortes Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-aigues-mortes-handball/
"Association Amicale Couronnaise",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-amicale-couronnaise/
"Association Amicale Et Sportive Sarcelles Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-amicale-et-sportive-sarcelles-handball/
"Association Asc Djock",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-asc-djock/
"Association Barentin Pavilly Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-barentin-pavilly-handball/
"Association Borgo Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-borgo-handball/
"Association Boulonnaise De Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-boulonnaise-de-handball/
"Association Club Sportif Buzancais Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-club-sportif-buzancais-handball/
"Association Criquetot Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-criquetot-handball/
"Association Culturelle Handball Espoir Et Jeunesse",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-culturelle-handball-espoir-et-jeunesse/
"Association De Handball De Saint Vaury",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-de-handball-de-saint-vaury/
Association de Handball Loisir de Saint-Vaury,,,Nouvelle-Aquitaine,Creuse,Non,,,,,,
"Association De Handball Spiritain",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-de-handball-spiritain/
"Association De Mangajou Spotif Et Culturel",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-de-mangajou-spotif-et-culturel/
"Association Des Jeunes De Tsararano",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-des-jeunes-de-tsararano/
"Association Des Loisirs De Brece",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-des-loisirs-de-brece/
"Association Des Sourds De Tolosa",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-des-sourds-de-tolosa/
"Association Givenchy Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-givenchy-handball/
"Association Handball Bray Sur Somme",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-handball-bray-sur-somme/
"Association Handball De Saint Philippe",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-handball-de-saint-philippe/
"Association Handball Muidoise",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-handball-muidoise/
"Association Handball Vacances",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-handball-vacances/
"Association Handball Vallet",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-handball-vallet/
"Association Handballez Vous",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-handballez-vous/
"Association Hautes Cotes Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-hautes-cotes-handball/
"Association Histoire De Hand",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-histoire-de-hand/
"Association Jeuness Haut Du Port",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-jeuness-haut-du-port/
"Association Jeunesse Calvaise",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-jeunesse-calvaise/
"Association Jeunesse De St Vincent De Paul",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-jeunesse-de-st-vincent-de-paul/
"Association Jeunesse Sportive Educative",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-jeunesse-sportive-educative/
"Association Jeunesses Handballeurs De Planoise",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-jeunesses-handballeurs-de-planoise/
"Association Kroule",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-kroule/
"Association Lianage De Pelletier",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-lianage-de-pelletier/
"Association Malaunay Le Houlme Hb",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-malaunay-le-houlme-hb/
"Association Marinoise De Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-marinoise-de-handball/
"Association Martinets Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-martinets-handball/
"Association Meouge Handball",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-meouge-handball/
"Association Montabo Athletic Club",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-montabo-athletic-club/
"Association Ndrema Club De Handrema",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-ndrema-club-de-handrema/
"Association Omnisports Arnay Le Duc",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-omnisports-arnay-le-duc/
"Association Omnisports Cantonale De St James",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-omnisports-cantonale-de-st-james/
"Association Omnisports De Saint Gilles Les Hauts",,,,, Non,,,,,,https://monclub.ffhandball.fr/clubs/association-omnisports-de-saint-gilles-les-hauts/
